pickup_node_id,dropoff_node_id,pickup_time_since_midnight,dropoff_time_since_midnight,chain_id,chain_order
1309,1695,22500,22874,2,8
1905,10243,23400,23513,2,9
7573,6639,25200,25691,2,10
5139,4446,26100,26634,2,11
8879,1446,26400,27324,2,12
5826,4638,27000,27681,2,13
2771,1779,27030,27749,2,14
3891,225,27060,28064,2,15
6361,2887,27090,27311,2,16
1704,4927,27120,28034,2,17
2770,3603,27150,27462,2,18
8603,2787,27900,28547,2,19
2634,1726,27930,28751,2,20
225,8603,27960,28202,2,21
6955,7776,27990,28362,2,22
3287,1917,28800,29173,2,23
6027,5097,28830,29203,2,24
4358,1446,28860,30043,2,25
6027,5097,29400,29773,2,26
3721,5097,29700,30640,2,27
2987,1188,29730,30687,2,28
855,4638,29760,30273,2,29
7026,7875,29790,30116,2,30
3351,1446,29820,30387,2,31
6027,5097,29850,30223,2,32
3878,805,30600,30762,2,33
8796,3741,30630,31178,2,34
3957,6106,30660,31094,2,35
7087,7893,30690,31084,2,36
4545,5769,31500,31941,2,37
8663,4638,31530,32457,2,38
4313,4650,32400,32856,2,39
8603,9895,32430,33026,2,40
7132,595,32460,32944,2,41
1181,8266,32490,32854,2,42
5124,3741,33300,34245,2,43
5468,5307,33330,33731,2,44
2545,595,33360,33702,2,45
4925,5912,33390,34135,2,46
8259,2898,33420,33719,2,47
2743,4641,33450,33944,2,48
8958,5468,33480,34621,2,49
8263,855,34200,34603,2,50
10496,7184,34230,35078,2,51
8263,1185,34260,35107,2,52
2012,4641,34290,34649,2,53
5230,595,34320,34402,2,54
8768,3063,34500,34998,2,55
7777,2898,35100,35419,2,56
1987,595,35130,35196,2,57
8216,8833,36000,36637,2,58
1935,5971,36030,36807,2,59
1190,7147,36060,36879,2,60
8263,855,36090,36493,2,61
4654,4671,36120,36192,2,62
8958,4927,36150,37532,2,63
8175,4666,36900,37062,2,64
2180,2554,36930,37090,2,65
944,7184,36960,37190,2,66
6884,10317,36990,37279,2,67
1678,5550,37020,37711,2,68
4925,1857,37050,37330,2,69
4925,921,37800,38381,2,70
9975,2493,37830,38882,2,71
1124,1098,37860,38072,2,72
6457,5963,37890,38562,2,73
595,2726,37920,38457,2,74
595,3931,37950,38386,2,75
1723,225,37980,38388,2,76
595,933,38010,38517,2,77
4697,9284,38400,39507,2,78
4707,10496,38700,39705,2,79
5477,10243,39600,40151,2,80
2898,229,39630,39906,2,81
1695,8327,40200,40549,2,82
225,7087,40230,40789,2,83
1695,6950,40500,40815,2,84
4925,921,40530,41111,2,85
4025,4699,40560,41355,2,86
8405,5843,40590,41093,2,87
4650,9775,40800,40952,2,88
2898,229,41400,41676,2,89
3158,9715,41430,41620,2,90
8773,3922,41460,42195,2,91
1553,7776,41490,41595,2,92
1425,3922,41520,42053,2,93
7893,6464,41550,42018,2,94
1107,5769,42300,43014,2,95
3896,7777,42330,42596,2,96
928,4292,42360,43106,2,97
9284,6204,43200,44396,2,98
4638,5216,43230,43648,2,99
7651,8879,43260,43942,2,100
5044,4927,43290,43997,2,101
7384,6204,44100,44895,2,102
7087,7893,44130,44524,2,103
2401,225,44160,44887,2,104
1446,4358,44190,45356,2,105
6204,9284,44220,45443,2,106
8603,4691,44250,44717,2,107
7651,8879,44280,44962,2,108
4707,3063,44310,44776,2,109
5288,4638,45000,46408,2,110
5214,4639,45030,45416,2,111
2581,5455,45060,46170,2,112
8847,6264,45300,46082,2,113
5756,775,46800,48054,2,114
5097,1607,46830,47839,2,115
7778,6541,46860,47293,2,116
7999,5468,46890,47343,2,117
8508,5003,47400,47699,2,118
4641,3955,47700,48195,2,119
2910,1190,47730,48039,2,120
517,4457,47760,48625,2,121
7919,3545,48600,49181,2,122
4647,2385,48630,48684,2,123
7026,1941,48660,48971,2,124
5097,6382,48690,49027,2,125
4641,7778,48720,49019,2,126
8764,3063,48900,49371,2,127
8754,747,48930,49912,2,128
5714,595,49500,49864,2,129
5468,7875,49530,49945,2,130
3741,4414,50400,50971,2,131
6274,6532,50430,51013,2,132
5097,6027,50460,50833,2,133
5097,8773,50490,51095,2,134
4089,6431,51300,52387,2,135
5714,595,51330,51694,2,136
7450,595,51360,51450,2,137
9895,6464,52200,53166,2,138
4446,5139,52230,52764,2,139
8825,4638,53100,54100,2,140
10496,2581,53130,54642,2,141
5097,3721,54000,54913,2,142
4035,9284,54900,56315,2,143
5912,4925,54930,55690,2,144
2898,2960,54960,55182,2,145
7184,6383,55800,56375,2,146
10317,6884,55830,56119,2,147
8958,4794,55860,56775,2,148
4536,4638,55890,56322,2,149
6204,2534,55920,56468,2,150
8537,9147,55950,56592,2,151
2898,7777,55980,56329,2,152
10484,8669,56700,57266,2,153
1831,5230,56730,56920,2,154
2898,1594,57600,57965,2,155
2787,4358,59400,60128,2,156
3603,2770,59430,59742,2,157
9895,6464,59460,60426,2,158
2787,8141,59490,60608,2,159
2787,6955,59520,60003,2,160
1446,8879,59550,60522,2,161
2887,6361,59580,59820,2,162
4707,10393,61200,61628,2,163
225,10496,61380,62163,2,164
4707,10393,61800,62228,2,165
8879,10111,63000,63161,2,166
8879,7651,63030,63711,2,167
2542,5468,63060,63851,2,168
9895,8603,68400,69015,2,169
5727,6307,72000,72700,2,170
5839,595,15300,15851,3,0
236,595,15330,15854,3,1
3931,595,15360,15781,3,2
5897,595,16200,16264,3,3
3053,595,16230,16472,3,4
229,2898,18900,19169,3,5
2726,595,19800,20321,3,6
5856,8175,19830,20388,3,7
4666,8175,19860,20022,3,8
3498,1695,20700,21458,3,9
9147,8537,20730,21375,3,10
6532,6274,22500,23083,3,11
8327,1695,23160,23434,3,12
1905,10243,23400,23513,3,13
1704,4927,23430,24344,3,14
7573,6639,26100,26591,3,15
5139,4446,26130,26664,3,16
8879,1446,26400,27324,3,17
3996,8392,27000,27446,3,18
2771,1779,27030,27749,3,19
8773,5097,27060,27665,3,20
1704,4927,27090,28004,3,21
2770,3996,27900,28071,3,22
9284,4638,27930,29025,3,23
9284,6204,28800,29996,3,24
2936,2787,28830,29661,3,25
9284,4638,28860,29955,3,26
6464,9895,28890,29859,3,27
3287,1917,28920,29293,3,28
6955,2787,28950,29433,3,29
7026,7875,29700,30026,3,30
4358,1446,29730,30913,3,31
2629,1695,29760,29889,3,32
7026,7875,30600,30926,3,33
944,4707,30630,31573,3,34
7132,595,32400,32884,3,35
5843,4419,33300,33741,3,36
3983,2605,33330,33583,3,37
7132,595,33360,33844,3,38
4925,5912,33390,34135,3,39
2385,4647,33420,33474,3,40
4313,4650,33450,33906,3,41
3158,7253,33480,33611,3,42
7087,225,33510,34078,3,43
8259,2898,33540,33839,3,44
8263,855,34200,34603,3,45
2898,5346,34230,34308,3,46
2960,2898,34260,34482,3,47
5930,2554,34290,34329,3,48
8603,9895,34320,34916,3,49
6307,1726,35100,36097,3,50
4311,595,35130,35282,3,51
1987,595,35160,35226,3,52
3442,10317,35190,35276,3,53
5715,8175,35220,35371,3,54
5103,225,36000,36854,3,55
1704,3418,36030,36728,3,56
9284,10638,36060,36545,3,57
6903,1090,36090,36398,3,58
3458,9448,36120,36780,3,59
1987,7893,36150,36571,3,60
7777,8958,36180,37253,3,61
595,236,36210,36693,3,62
1726,8559,36600,36701,3,63
4541,10686,36900,37702,3,64
8773,3922,36930,37665,3,65
3891,225,36960,37964,3,66
9284,4035,36990,38419,3,67
4925,1857,37020,37300,3,68
1594,2898,37500,37865,3,69
7346,1726,37800,37910,3,70
8175,5123,37830,38052,3,71
4650,9775,37860,38012,3,72
6167,3482,37890,38378,3,73
4650,1789,37920,38321,3,74
4650,1789,38100,38501,3,75
6204,9284,38700,39923,3,76
5769,3328,38730,39491,3,77
5829,7026,38760,39530,3,78
1695,1309,39600,39971,3,79
4925,921,39630,40211,3,80
6313,2154,40500,41150,3,81
7026,3383,40530,40739,3,82
517,3381,40560,41155,3,83
5718,10686,40590,41325,3,84
3136,9010,40620,41546,3,85
6431,4311,40650,41330,3,86
2898,229,41400,41676,3,87
6204,6398,41430,42430,3,88
1726,7573,41700,41979,3,89
7651,8879,43200,43882,3,90
3287,1190,43230,43895,3,91
7776,6955,44100,44488,3,92
8215,2276,45000,45871,3,93
225,8663,45030,45773,3,94
6411,8215,45060,45985,3,95
6106,4541,45090,45529,3,96
3152,8263,45120,45314,3,97
3152,8263,45600,45794,3,98
6106,3321,45900,46409,3,99
3418,1704,45930,46640,3,100
7893,5044,45960,46953,3,101
4650,1045,45990,46067,3,102
10455,4927,46800,47822,3,103
2895,1190,46830,47479,3,104
10243,1905,46860,46960,3,105
8263,3152,46890,47084,3,106
10455,4927,47700,48722,3,107
225,10496,47730,48513,3,108
4134,6382,47760,48226,3,109
4647,2385,48600,48654,3,110
3741,8796,48630,49176,3,111
4134,6382,48660,49126,3,112
4648,8001,48690,49426,3,113
4641,3955,49500,49995,3,114
7919,3545,49530,50111,3,115
3741,8796,49560,50106,3,116
4641,4092,50100,50493,3,117
4650,8518,50400,50532,3,118
5097,6027,50430,50803,3,119
5097,8773,50460,51065,3,120
595,7132,50490,50974,3,121
595,4311,50520,50672,3,122
1446,3351,50550,51114,3,123
4089,6431,51300,52387,3,124
4641,2012,51330,51738,3,125
5736,1680,51360,51705,3,126
5097,6950,51390,52199,3,127
517,6838,51420,52176,3,128
5230,8834,51450,51787,3,129
7450,595,51480,51570,3,130
2382,3063,51510,51612,3,131
1446,3351,51540,52104,3,132
4669,3955,51900,52277,3,133
4446,5139,52200,52734,3,134
9015,7158,52230,52530,3,135
5097,6950,52260,53069,3,136
1726,5044,52290,53430,3,137
595,4311,52320,52472,3,138
1446,5097,52350,52798,3,139
8768,5839,52500,53478,3,140
5688,8259,53100,53448,3,141
4641,2743,53130,53624,3,142
5971,10496,53160,53858,3,143
4638,8931,53400,54090,3,144
8215,6411,53700,54580,3,145
5097,3721,54000,54913,3,146
8958,4794,54900,55815,3,147
8537,9147,55800,56442,3,148
2898,7777,55830,56179,3,149
10317,6884,55860,56149,3,150
4637,6457,55890,56191,3,151
2898,1594,55920,56285,3,152
6817,4637,55950,56318,3,153
2898,5654,55980,56380,3,154
3996,2770,56010,56181,3,155
8175,5715,56040,56191,3,156
4650,4500,56070,56254,3,157
8124,10455,56100,56993,3,158
4650,7132,56130,56398,3,159
6106,2057,56700,57347,3,160
4927,7855,56730,57400,3,161
4638,933,56760,56936,3,162
595,1987,56790,56856,3,163
4927,1704,57600,58513,3,164
2898,1594,57630,57995,3,165
7253,10496,57660,58386,3,166
4927,1704,58200,59113,3,167
4709,3983,58500,58804,3,168
7893,6950,58530,58646,3,169
10638,9284,58560,58994,3,170
3741,8796,58590,59136,3,171
1446,8879,59400,60372,3,172
2787,2936,59430,60302,3,173
2787,8141,59460,60578,3,174
6106,2534,59490,60247,3,175
3603,2770,59520,59832,3,176
3640,3878,59550,60029,3,177
2887,6361,59580,59820,3,178
2787,4358,59610,60338,3,179
1831,5230,60000,60190,3,180
1831,5230,60300,60490,3,181
1857,4925,63000,63339,3,182
9895,8603,68400,69015,3,183
9715,3158,72000,72190,3,184
225,5103,72030,72887,3,185
4855,9147,72900,73132,3,186
225,3891,72930,73934,3,187
225,5103,73800,74657,3,188
4637,4536,73830,74271,3,189
1680,5736,73860,74201,3,190
5897,595,15300,15364,4,0
5839,595,15330,15881,4,1
933,595,15360,15901,4,2
5586,595,17400,17677,4,3
229,2898,18900,19169,4,4
855,8263,19200,19602,4,5
5856,8175,19800,20358,4,6
9147,8537,20700,21345,4,7
6532,6274,22500,23083,4,8
1905,10243,23400,23513,4,9
5139,4446,26100,26634,4,10
2770,3603,27000,27312,4,11
6382,5097,27030,27367,4,12
8773,5097,27060,27665,4,13
9284,4638,27600,28695,4,14
2770,3996,27900,28071,4,15
9284,6204,27930,29126,4,16
9284,4638,27960,29055,4,17
3996,7953,28800,29359,4,18
6955,2787,28830,29313,4,19
2936,2787,28860,29691,4,20
6027,5097,28890,29263,4,21
4082,8179,29700,30846,4,22
4358,1446,29730,30913,4,23
3287,1917,29760,30133,4,24
7026,7875,29790,30116,4,25
8518,4650,29820,29952,4,26
5839,7579,29850,30633,4,27
8796,3741,30600,31148,4,28
595,3931,30630,31066,4,29
595,3746,30660,30817,4,30
4313,4650,32400,32856,4,31
1704,4927,32430,33344,4,32
8603,2493,32460,32785,4,33
7778,517,32490,33376,4,34
903,4446,32520,33661,4,35
3983,2605,32550,32803,4,36
7087,6431,32580,33133,4,37
5718,10686,33300,34035,4,38
5601,7893,33330,33463,4,39
4092,4641,33360,33759,4,40
2012,4641,33390,33749,4,41
3955,8175,33420,33961,4,42
2012,4641,34200,34559,4,43
2960,2898,34230,34452,4,44
2180,5963,34260,34757,4,45
790,10317,35100,35456,4,46
4311,595,35130,35282,4,47
1987,595,35160,35226,4,48
3381,1190,35190,35218,4,49
4669,2629,35220,35952,4,50
5721,6268,36000,36901,4,51
6383,8755,36030,36790,4,52
5721,4671,36060,36570,4,53
3063,8764,36900,37348,4,54
4925,1857,36930,37210,4,55
4358,1892,36960,37777,4,56
8175,4666,36990,37152,4,57
8175,5856,37020,37604,4,58
9284,4035,37050,38479,4,59
4414,3741,37800,38268,4,60
7161,7960,37830,38681,4,61
8175,2588,37860,37984,4,62
8175,5123,37890,38112,4,63
4650,1789,37920,38321,4,64
4641,7344,37950,38422,4,65
4650,1789,38100,38501,4,66
1726,5615,38400,39507,4,67
4082,8179,38700,39846,4,68
4638,9224,38730,39546,4,69
2493,7778,39300,40183,4,70
7132,4650,39600,39868,4,71
1190,5061,39630,40439,4,72
3136,9010,39660,40586,4,73
4648,6955,39690,39753,4,74
3136,9010,40500,41426,4,75
4025,4699,40530,41325,4,76
9954,1553,40560,41128,4,77
4925,921,40590,41171,4,78
2493,9975,40620,41720,4,79
6383,6204,40800,41165,4,80
7875,7026,40830,41151,4,81
2898,229,41400,41676,4,82
4541,10686,41430,42232,4,83
7875,7026,41460,41781,4,84
7893,1526,42000,42670,4,85
6036,517,43200,43670,4,86
7651,8879,43230,43912,4,87
1779,2771,43260,44004,4,88
1917,3287,43290,43645,4,89
4647,2385,44100,44154,4,90
7651,8879,44130,44812,4,91
2634,5821,44160,45030,4,92
5839,4638,44190,44452,4,93
7875,7026,44400,44721,4,94
2382,4927,45000,45867,4,95
1104,9975,45030,46184,4,96
7961,1526,45900,46522,4,97
5598,7778,45930,46982,4,98
3175,4638,46800,47331,4,99
8263,4819,46830,46984,4,100
1917,3287,46860,47215,4,101
1695,2629,46890,47019,4,102
10243,1905,46920,47020,4,103
7875,8410,47700,48882,4,104
3741,8796,48600,49146,4,105
4641,3955,48630,49125,4,106
7026,1941,48660,48971,4,107
7919,3545,49500,50081,4,108
5714,595,49530,49894,4,109
2268,10686,49560,50609,4,110
3741,8796,49800,50346,4,111
4650,4313,50100,50557,4,112
595,5230,50400,50482,4,113
6106,573,50430,51963,4,114
4669,3955,50460,50837,4,115
10686,10496,50490,51188,4,116
2898,1857,50520,50877,4,117
6274,6532,50550,51133,4,118
5971,747,50580,51619,4,119
5097,8773,51300,51905,4,120
4134,152,51330,51824,4,121
4650,4313,51360,51817,4,122
6274,6532,51390,51973,4,123
7450,595,51420,51510,4,124
